collector,start,end,alpha,bravo,charlie
F-Droid,07/28/2020 05:27:28 PM,07/28/2020 05:29:05 PM,5,4,5
F-Droid,07/28/2020 05:26:05 PM,07/28/2020 05:26:53 PM,2,4,3
F-Droid,07/28/2020 05:25:55 PM,07/28/2020 05:26:43 PM,5,5,4
F-Droid,07/28/2020 05:25:17 PM,07/28/2020 05:26:21 PM,5,3,1
F-Droid,07/28/2020 05:25:07 PM,07/28/2020 05:28:04 PM,3,5,1
F-Droid,07/28/2020 05:24:40 PM,07/28/2020 05:27:06 PM,2,4,4
F-Droid,07/28/2020 05:24:13 PM,07/28/2020 05:24:46 PM,1,4,3
F-Droid,07/28/2020 05:24:10 PM,07/28/2020 05:24:51 PM,2,4,3
Google Play Beta,07/28/2020 05:23:21 PM,07/28/2020 05:25:29 PM,4,4,5
F-Droid,07/28/2020 05:23:13 PM,07/28/2020 05:28:33 PM,4,3,3
F-Droid,07/28/2020 05:23:20 PM,07/28/2020 05:24:06 PM,2,3,5
F-Droid,07/28/2020 05:23:02 PM,07/28/2020 05:23:51 PM,5,3,3
F-Droid,07/28/2020 05:22:13 PM,07/28/2020 05:24:14 PM,3,5,1
F-Droid,07/28/2020 05:21:55 PM,07/28/2020 05:22:26 PM,5,3,4
F-Droid,07/28/2020 05:20:03 PM,07/28/2020 05:21:00 PM,4,5,4
F-Droid,07/28/2020 05:19:29 PM,07/28/2020 05:20:20 PM,5,4,4
Google Play Beta,07/28/2020 05:18:40 PM,07/28/2020 05:19:53 PM,4,5,3
F-Droid,07/28/2020 05:18:23 PM,07/28/2020 05:21:13 PM,5,3,2
F-Droid,07/28/2020 05:18:09 PM,07/28/2020 05:19:13 PM,4,1,3
F-Droid,07/28/2020 05:17:58 PM,07/28/2020 05:19:59 PM,5,4,4
F-Droid,07/28/2020 10:27:40 AM,07/28/2020 05:17:43 PM,3,4,2
F-Droid,07/28/2020 05:14:28 PM,07/28/2020 05:15:34 PM,5,3,2
Google Play Beta,07/28/2020 05:13:21 PM,07/28/2020 05:15:14 PM,3,4,2
F-Droid,07/28/2020 05:12:05 PM,07/28/2020 05:31:12 PM,2,4,5
F-Droid,07/28/2020 05:11:53 PM,07/28/2020 05:13:45 PM,3,2,5
F-Droid,07/28/2020 05:10:25 PM,07/28/2020 05:11:36 PM,2,4,3
F-Droid,07/28/2020 05:10:08 PM,07/28/2020 05:11:20 PM,3,4,4
F-Droid,07/28/2020 05:08:38 PM,07/28/2020 05:09:25 PM,3,4,5
F-Droid,07/28/2020 05:08:29 PM,07/28/2020 05:09:28 PM,3,2,5
F-Droid,07/28/2020 05:07:53 PM,07/28/2020 05:09:49 PM,5,5,3
F-Droid,07/28/2020 05:07:58 PM,07/28/2020 05:09:03 PM,4,4,3
F-Droid,07/28/2020 05:07:51 PM,07/28/2020 05:08:39 PM,4,1,3
F-Droid,07/28/2020 05:07:38 PM,07/28/2020 05:08:52 PM,4,5,2
F-Droid,07/28/2020 05:06:16 PM,07/28/2020 05:08:59 PM,4,3,1
F-Droid,07/28/2020 05:05:08 PM,07/28/2020 05:09:10 PM,3,4,4
F-Droid,07/28/2020 05:04:18 PM,07/28/2020 05:07:44 PM,2,4,4
F-Droid,07/28/2020 05:04:10 PM,07/28/2020 07:12:44 PM,5,4,4
F-Droid,07/28/2020 05:03:07 PM,07/28/2020 05:04:02 PM,2,3,5
F-Droid,07/28/2020 05:02:12 PM,07/28/2020 05:04:50 PM,2,5,3
F-Droid,07/28/2020 05:01:45 PM,07/28/2020 05:03:16 PM,5,3,4
F-Droid,07/28/2020 05:01:16 PM,07/28/2020 05:03:08 PM,1,1,5
F-Droid,07/28/2020 05:00:25 PM,07/28/2020 05:05:19 PM,5,4,5
F-Droid,07/28/2020 05:00:15 PM,07/28/2020 05:02:07 PM,3,5,4
F-Droid,07/28/2020 05:00:15 PM,07/28/2020 05:01:22 PM,3,4,5
F-Droid,07/28/2020 04:59:46 PM,07/28/2020 05:01:10 PM,5,5,4
Google Play Beta,07/28/2020 04:58:55 PM,07/28/2020 05:01:40 PM,3,5,5
F-Droid,07/28/2020 04:59:16 PM,07/28/2020 05:00:43 PM,1,4,3
F-Droid,07/28/2020 04:59:12 PM,07/28/2020 05:00:50 PM,3,1,5
F-Droid,07/28/2020 04:58:53 PM,07/28/2020 04:59:19 PM,4,5,3
F-Droid,07/28/2020 04:58:20 PM,07/28/2020 04:59:17 PM,2,4,5
F-Droid,07/28/2020 04:58:02 PM,07/28/2020 04:59:13 PM,2,3,5
F-Droid,07/28/2020 04:57:33 PM,07/28/2020 04:58:52 PM,2,2,4
F-Droid,07/28/2020 04:57:26 PM,07/28/2020 04:58:19 PM,4,5,3
F-Droid,07/28/2020 04:54:36 PM,07/28/2020 04:56:49 PM,4,2,1
F-Droid,07/28/2020 04:54:03 PM,07/28/2020 04:55:44 PM,2,3,5
F-Droid,07/28/2020 04:53:54 PM,07/28/2020 04:54:20 PM,1,1,5
F-Droid,07/28/2020 04:53:12 PM,07/28/2020 04:54:02 PM,3,5,4
F-Droid,07/28/2020 04:52:36 PM,07/28/2020 04:54:00 PM,2,4,3
F-Droid,07/28/2020 04:52:24 PM,07/28/2020 04:52:58 PM,4,3,4
F-Droid,07/28/2020 04:51:47 PM,07/28/2020 04:54:04 PM,4,1,4
F-Droid,07/28/2020 04:51:18 PM,07/28/2020 04:52:31 PM,3,1,3
F-Droid,07/28/2020 04:49:36 PM,07/28/2020 04:52:05 PM,5,4,5
F-Droid,07/28/2020 04:49:16 PM,07/28/2020 04:50:32 PM,4,3,4
F-Droid,07/28/2020 04:48:35 PM,07/28/2020 04:49:38 PM,3,1,3
F-Droid,07/28/2020 04:46:25 PM,07/28/2020 04:48:19 PM,2,3,5
F-Droid,07/28/2020 04:44:14 PM,07/28/2020 04:46:11 PM,5,4,3
F-Droid,07/28/2020 04:41:16 PM,07/28/2020 04:42:45 PM,3,4,2
F-Droid,07/28/2020 04:33:22 PM,07/28/2020 04:43:19 PM,5,3,2
F-Droid,07/28/2020 04:39:51 PM,07/28/2020 04:41:45 PM,5,1,3
F-Droid,07/28/2020 04:32:40 PM,07/28/2020 04:43:42 PM,3,5,1
F-Droid,07/28/2020 04:39:33 PM,07/28/2020 04:40:50 PM,5,3,2
F-Droid,07/28/2020 04:38:02 PM,07/29/2020 12:48:32 AM,5,4,3
F-Droid,07/28/2020 04:37:55 PM,07/28/2020 04:39:35 PM,2,1,4
F-Droid,07/28/2020 04:37:14 PM,07/28/2020 04:38:43 PM,3,5,4
F-Droid,07/28/2020 04:36:33 PM,07/28/2020 04:38:03 PM,1,3,3
F-Droid,07/28/2020 04:35:51 PM,07/28/2020 05:17:12 PM,4,2,5
F-Droid,07/28/2020 04:35:22 PM,07/28/2020 04:36:39 PM,2,4,3
F-Droid,07/28/2020 04:35:13 PM,07/28/2020 04:37:22 PM,3,5,2
F-Droid,07/28/2020 04:33:45 PM,07/28/2020 04:34:47 PM,5,3,2
F-Droid,07/28/2020 04:28:22 PM,07/28/2020 04:45:33 PM,2,4,3
F-Droid,07/28/2020 04:32:38 PM,07/28/2020 04:34:00 PM,2,2,5
F-Droid,07/28/2020 04:31:11 PM,07/28/2020 04:39:34 PM,1,2,4
F-Droid,07/28/2020 04:29:58 PM,07/28/2020 04:32:31 PM,1,5,2
F-Droid,07/28/2020 04:30:04 PM,07/28/2020 04:30:47 PM,4,4,5
F-Droid,07/28/2020 04:29:41 PM,07/28/2020 04:30:20 PM,4,4,3
F-Droid,07/28/2020 04:29:08 PM,07/28/2020 04:30:13 PM,2,3,5
F-Droid,07/28/2020 04:28:42 PM,07/28/2020 04:31:30 PM,4,5,3
F-Droid,07/28/2020 04:27:46 PM,07/28/2020 04:30:36 PM,1,1,4
F-Droid,07/28/2020 04:27:09 PM,07/28/2020 04:28:26 PM,4,4,5
F-Droid,07/28/2020 04:26:45 PM,07/28/2020 04:27:30 PM,4,2,3
F-Droid,07/28/2020 04:26:29 PM,07/28/2020 04:26:50 PM,3,2,5
F-Droid,07/28/2020 04:24:40 PM,07/28/2020 04:25:58 PM,5,1,3
F-Droid,07/28/2020 04:24:21 PM,07/28/2020 04:27:34 PM,5,3,3
F-Droid,07/28/2020 04:22:55 PM,07/28/2020 04:24:18 PM,3,4,5
F-Droid,07/28/2020 04:22:44 PM,07/28/2020 04:24:19 PM,2,5,4
F-Droid,07/28/2020 04:22:20 PM,07/28/2020 04:22:51 PM,3,4,5
F-Droid,07/28/2020 04:21:58 PM,07/28/2020 04:22:44 PM,5,3,4
F-Droid,07/28/2020 04:19:14 PM,07/28/2020 04:19:58 PM,1,2,5
F-Droid,07/28/2020 04:19:10 PM,07/28/2020 04:26:35 PM,4,2,4
F-Droid,07/28/2020 04:17:53 PM,07/28/2020 04:19:42 PM,4,3,3
F-Droid,07/28/2020 04:17:24 PM,07/28/2020 04:21:33 PM,4,1,5
F-Droid,07/28/2020 04:17:03 PM,07/28/2020 04:19:28 PM,4,1,5
F-Droid,07/28/2020 04:16:30 PM,07/28/2020 04:21:54 PM,3,2,4
F-Droid,07/28/2020 04:16:04 PM,07/28/2020 04:22:38 PM,4,4,5
F-Droid,07/28/2020 04:15:00 PM,07/28/2020 04:15:41 PM,5,2,1
F-Droid,07/28/2020 04:14:50 PM,07/28/2020 04:17:17 PM,2,5,4
Google Play Beta,07/28/2020 04:13:52 PM,07/28/2020 04:15:42 PM,4,5,3
F-Droid,07/28/2020 04:14:06 PM,07/28/2020 04:14:35 PM,3,1,5
F-Droid,07/28/2020 04:13:02 PM,07/28/2020 04:14:09 PM,2,3,5
F-Droid,07/28/2020 04:12:08 PM,07/28/2020 04:14:40 PM,2,4,3
F-Droid,07/28/2020 04:11:43 PM,07/28/2020 04:16:43 PM,1,4,5
F-Droid,07/28/2020 04:09:24 PM,07/28/2020 04:10:46 PM,3,4,5
F-Droid,07/28/2020 04:07:37 PM,07/28/2020 04:08:52 PM,4,3,5
F-Droid,07/28/2020 04:06:53 PM,07/28/2020 04:08:48 PM,2,3,5
F-Droid,07/28/2020 04:06:35 PM,07/28/2020 04:07:20 PM,5,4,2
F-Droid,07/28/2020 04:06:20 PM,07/28/2020 04:07:08 PM,1,3,5
F-Droid,07/28/2020 04:05:54 PM,07/28/2020 04:06:15 PM,4,2,3
F-Droid,07/28/2020 04:05:21 PM,07/28/2020 04:06:24 PM,4,4,3
F-Droid,07/28/2020 04:04:29 PM,07/28/2020 04:05:57 PM,3,1,5
F-Droid,07/28/2020 04:04:09 PM,07/28/2020 04:04:49 PM,1,3,2
F-Droid,07/28/2020 04:04:01 PM,07/28/2020 04:04:35 PM,3,3,3
F-Droid,07/28/2020 04:03:17 PM,07/28/2020 04:08:45 PM,5,3,4
F-Droid,07/28/2020 04:03:02 PM,07/28/2020 04:04:26 PM,5,4,2
F-Droid,07/28/2020 04:02:11 PM,07/28/2020 04:04:18 PM,5,4,4
Google Play Beta,07/28/2020 04:01:40 PM,07/28/2020 04:02:15 PM,5,5,1
F-Droid,07/28/2020 04:01:26 PM,07/28/2020 06:33:52 PM,3,4,3
F-Droid,07/28/2020 03:59:49 PM,07/28/2020 04:03:09 PM,3,2,5
F-Droid,07/28/2020 03:52:23 PM,07/28/2020 03:55:17 PM,4,1,4
F-Droid,07/28/2020 03:52:17 PM,07/28/2020 03:53:30 PM,3,2,4
F-Droid,07/28/2020 03:50:16 PM,07/28/2020 03:53:14 PM,1,4,4
F-Droid,07/28/2020 03:51:37 PM,07/28/2020 03:52:39 PM,3,5,1
F-Droid,07/28/2020 03:51:34 PM,07/28/2020 03:52:29 PM,2,3,3
F-Droid,07/28/2020 03:51:27 PM,07/28/2020 03:52:34 PM,3,5,3
F-Droid,07/28/2020 03:50:39 PM,07/28/2020 03:51:53 PM,4,5,2
F-Droid,07/28/2020 03:49:51 PM,07/28/2020 03:51:10 PM,2,5,5
F-Droid,07/28/2020 03:49:29 PM,07/28/2020 03:51:57 PM,2,3,5
F-Droid,07/28/2020 03:48:25 PM,07/28/2020 03:49:17 PM,2,5,3
F-Droid,07/28/2020 03:48:25 PM,07/28/2020 03:51:32 PM,3,5,2
F-Droid,07/28/2020 03:46:31 PM,07/28/2020 03:49:20 PM,4,5,3
F-Droid,07/28/2020 03:44:44 PM,07/28/2020 03:46:08 PM,4,5,3
F-Droid,07/28/2020 03:44:36 PM,07/28/2020 03:45:40 PM,5,4,3
F-Droid,07/28/2020 03:42:58 PM,07/28/2020 03:46:33 PM,2,3,4
F-Droid,07/28/2020 03:42:22 PM,07/28/2020 03:45:12 PM,5,3,4
F-Droid,07/28/2020 03:42:05 PM,07/28/2020 03:43:01 PM,1,1,4
F-Droid,07/28/2020 03:41:35 PM,07/28/2020 03:42:36 PM,5,3,2
F-Droid,07/28/2020 03:40:47 PM,07/28/2020 03:41:26 PM,3,3,5
Google Play Beta,07/28/2020 03:40:25 PM,07/28/2020 03:41:16 PM,4,5,3
F-Droid,07/28/2020 03:39:02 PM,07/28/2020 03:39:32 PM,4,5,3
F-Droid,07/28/2020 03:38:35 PM,07/28/2020 03:40:06 PM,4,2,2
F-Droid,07/28/2020 03:37:23 PM,07/28/2020 03:39:11 PM,5,3,4
F-Droid,07/28/2020 03:33:56 PM,07/28/2020 03:35:57 PM,3,4,2
F-Droid,07/28/2020 03:33:05 PM,07/28/2020 03:34:08 PM,3,5,4
F-Droid,07/28/2020 03:32:03 PM,07/28/2020 03:34:08 PM,1,5,2
F-Droid,07/28/2020 03:31:55 PM,07/28/2020 03:33:07 PM,3,5,3
F-Droid,07/28/2020 03:31:57 PM,07/28/2020 03:34:03 PM,4,2,5
F-Droid,07/28/2020 03:31:05 PM,07/28/2020 03:31:34 PM,5,3,1
F-Droid,07/28/2020 03:30:41 PM,07/28/2020 03:34:50 PM,4,5,3
F-Droid,07/28/2020 03:31:01 PM,07/28/2020 03:32:04 PM,3,5,4
F-Droid,07/28/2020 03:30:51 PM,07/28/2020 03:39:31 PM,2,3,4
F-Droid,07/28/2020 03:30:59 PM,07/28/2020 03:31:39 PM,4,3,4
F-Droid,07/28/2020 03:30:16 PM,07/28/2020 03:31:40 PM,4,5,3
F-Droid,07/28/2020 03:30:06 PM,07/28/2020 03:31:30 PM,5,4,3
F-Droid,07/28/2020 03:28:48 PM,07/28/2020 03:30:56 PM,4,4,4
F-Droid,07/28/2020 03:28:19 PM,07/28/2020 03:29:17 PM,2,5,3
F-Droid,07/28/2020 03:27:24 PM,07/28/2020 03:29:00 PM,4,5,3
F-Droid,07/28/2020 03:27:25 PM,07/28/2020 03:30:10 PM,5,2,4
F-Droid,07/28/2020 03:26:45 PM,07/28/2020 03:28:44 PM,2,3,4
F-Droid,07/28/2020 03:26:50 PM,07/28/2020 03:28:05 PM,4,2,3
F-Droid,07/28/2020 03:25:35 PM,07/28/2020 03:27:11 PM,4,5,3
F-Droid,07/28/2020 03:23:05 PM,07/28/2020 03:26:13 PM,4,4,2
F-Droid,07/28/2020 03:24:15 PM,07/28/2020 03:28:40 PM,2,3,5
F-Droid,07/28/2020 03:23:57 PM,07/28/2020 03:25:15 PM,4,3,4
F-Droid,07/28/2020 03:23:11 PM,07/28/2020 03:23:51 PM,5,4,4
F-Droid,07/28/2020 03:22:57 PM,07/28/2020 03:23:23 PM,5,1,1
F-Droid,07/28/2020 03:22:41 PM,07/28/2020 03:23:51 PM,5,2,5
Google Play Beta,07/28/2020 03:22:40 PM,07/28/2020 03:23:09 PM,5,5,5
F-Droid,07/28/2020 03:21:59 PM,07/28/2020 03:23:02 PM,3,5,2
F-Droid,07/28/2020 03:21:46 PM,07/28/2020 03:22:16 PM,5,4,2
F-Droid,07/28/2020 03:20:55 PM,07/28/2020 03:21:55 PM,4,3,3
F-Droid,07/28/2020 03:18:52 PM,07/28/2020 03:19:50 PM,3,5,4
F-Droid,07/28/2020 03:18:33 PM,07/28/2020 03:19:17 PM,4,5,4
F-Droid,07/28/2020 03:17:52 PM,07/28/2020 03:18:33 PM,1,3,2
F-Droid,07/28/2020 03:16:55 PM,07/28/2020 03:17:26 PM,5,4,4
F-Droid,07/28/2020 03:16:36 PM,07/28/2020 03:17:44 PM,5,3,4
F-Droid,07/28/2020 03:16:30 PM,07/28/2020 03:17:27 PM,4,2,5
F-Droid,07/28/2020 03:16:23 PM,07/28/2020 03:20:13 PM,4,1,5
F-Droid,07/28/2020 03:15:35 PM,07/28/2020 03:16:12 PM,5,1,2
F-Droid,07/28/2020 03:14:16 PM,07/28/2020 03:15:07 PM,3,5,3
F-Droid,07/28/2020 03:13:59 PM,07/28/2020 03:15:19 PM,5,4,4
F-Droid,07/28/2020 03:12:20 PM,07/28/2020 03:13:38 PM,2,4,4
F-Droid,07/28/2020 03:11:38 PM,07/28/2020 03:13:30 PM,5,3,4
F-Droid,07/28/2020 03:10:08 PM,07/28/2020 03:12:13 PM,1,5,3
F-Droid,07/28/2020 03:09:20 PM,07/28/2020 03:10:38 PM,2,3,2
F-Droid,07/28/2020 03:08:28 PM,07/28/2020 03:09:21 PM,1,5,3
F-Droid,07/28/2020 03:08:08 PM,07/28/2020 03:08:56 PM,4,5,1
F-Droid,07/28/2020 03:07:54 PM,07/28/2020 03:11:54 PM,4,2,3
F-Droid,07/28/2020 03:08:03 PM,07/28/2020 03:08:50 PM,4,4,5
F-Droid,07/28/2020 03:07:53 PM,07/28/2020 03:09:15 PM,3,4,5
F-Droid,07/28/2020 03:07:31 PM,07/28/2020 03:15:24 PM,4,2,5
F-Droid,07/28/2020 03:07:35 PM,07/28/2020 03:09:00 PM,5,3,1
F-Droid,07/28/2020 03:05:45 PM,07/28/2020 03:06:56 PM,2,3,4
F-Droid,07/28/2020 03:05:31 PM,07/28/2020 03:06:02 PM,3,5,1
F-Droid,07/28/2020 03:05:17 PM,07/28/2020 03:07:16 PM,2,3,2
F-Droid,07/28/2020 03:05:13 PM,07/28/2020 03:10:39 PM,2,5,3
F-Droid,07/28/2020 03:04:53 PM,07/28/2020 03:07:17 PM,3,1,4
F-Droid,07/28/2020 03:04:30 PM,07/28/2020 03:07:07 PM,5,4,3
F-Droid,07/28/2020 03:04:01 PM,07/28/2020 03:06:57 PM,3,2,4
F-Droid,07/28/2020 03:04:02 PM,07/28/2020 03:05:18 PM,1,5,3
F-Droid,07/28/2020 03:03:57 PM,07/28/2020 03:05:32 PM,5,3,1
F-Droid,07/28/2020 03:03:22 PM,07/28/2020 03:07:51 PM,5,2,4
F-Droid,07/28/2020 03:02:31 PM,07/28/2020 03:07:38 PM,3,4,2
F-Droid,07/28/2020 03:01:34 PM,07/28/2020 03:03:20 PM,4,3,2
F-Droid,07/28/2020 03:01:20 PM,07/28/2020 03:02:55 PM,5,3,4
F-Droid,07/28/2020 03:01:32 PM,07/28/2020 03:02:22 PM,4,5,2
F-Droid,07/28/2020 03:00:51 PM,07/28/2020 03:05:38 PM,4,5,3
F-Droid,07/28/2020 03:00:16 PM,07/28/2020 03:02:28 PM,3,4,5
F-Droid,07/28/2020 03:00:01 PM,07/28/2020 03:00:39 PM,5,2,3
F-Droid,07/28/2020 02:59:58 PM,07/28/2020 03:00:45 PM,2,4,4
F-Droid,07/28/2020 02:59:42 PM,07/28/2020 03:00:20 PM,4,5,1
F-Droid,07/28/2020 02:59:32 PM,07/28/2020 03:00:37 PM,5,3,3
F-Droid,07/28/2020 02:59:35 PM,07/28/2020 03:00:50 PM,3,5,3
F-Droid,07/28/2020 02:59:29 PM,07/28/2020 03:00:27 PM,3,1,4
F-Droid,07/28/2020 02:59:30 PM,07/28/2020 03:02:09 PM,3,4,5
F-Droid,07/28/2020 02:59:05 PM,07/28/2020 03:00:25 PM,4,5,2
F-Droid,07/28/2020 02:58:40 PM,07/28/2020 03:02:27 PM,2,5,2
F-Droid,07/28/2020 02:58:21 PM,07/28/2020 02:59:21 PM,1,5,5
F-Droid,07/28/2020 02:57:51 PM,07/28/2020 02:59:15 PM,3,5,1
Google Play Beta,07/28/2020 02:57:53 PM,07/28/2020 02:58:41 PM,5,4,2
F-Droid,07/28/2020 02:56:18 PM,07/28/2020 02:57:26 PM,3,4,5
F-Droid,07/28/2020 02:55:29 PM,07/28/2020 02:58:45 PM,4,5,2
F-Droid,07/28/2020 02:54:31 PM,07/28/2020 03:25:23 PM,3,5,4
F-Droid,07/28/2020 02:53:29 PM,07/28/2020 02:57:30 PM,4,3,5
F-Droid,07/28/2020 02:52:33 PM,07/28/2020 02:53:28 PM,2,5,4
F-Droid,07/28/2020 02:52:22 PM,07/28/2020 02:54:53 PM,2,4,5
F-Droid,07/28/2020 02:52:18 PM,07/28/2020 02:54:00 PM,4,4,1
F-Droid,07/28/2020 02:52:08 PM,07/28/2020 02:53:05 PM,3,1,3
F-Droid,07/28/2020 02:52:09 PM,07/28/2020 02:53:37 PM,3,4,2
F-Droid,07/28/2020 02:51:36 PM,07/28/2020 02:53:07 PM,5,4,3
F-Droid,07/28/2020 02:51:24 PM,07/28/2020 02:52:44 PM,5,1,4
F-Droid,07/28/2020 02:51:13 PM,07/28/2020 02:52:22 PM,5,4,4
F-Droid,07/28/2020 02:49:50 PM,07/28/2020 02:50:36 PM,2,5,4
F-Droid,07/28/2020 02:47:40 PM,07/28/2020 02:51:10 PM,3,5,1
F-Droid,07/28/2020 02:47:38 PM,07/28/2020 02:48:51 PM,2,2,4
F-Droid,07/28/2020 02:46:15 PM,07/28/2020 02:47:01 PM,3,4,4
F-Droid,07/28/2020 02:45:51 PM,07/28/2020 02:47:23 PM,5,3,3
F-Droid,07/28/2020 02:45:07 PM,07/28/2020 02:52:28 PM,3,1,5
F-Droid,07/28/2020 02:44:19 PM,07/28/2020 02:47:46 PM,3,4,5
F-Droid,07/28/2020 02:43:09 PM,07/28/2020 02:43:48 PM,3,4,4
F-Droid,07/28/2020 02:43:02 PM,07/28/2020 02:43:38 PM,1,5,4
F-Droid,07/28/2020 02:42:40 PM,07/28/2020 02:45:09 PM,4,3,2
F-Droid,07/28/2020 02:41:54 PM,07/28/2020 02:42:54 PM,5,2,4
F-Droid,07/28/2020 02:11:23 PM,07/28/2020 02:42:36 PM,2,5,4
F-Droid,07/28/2020 02:41:10 PM,07/28/2020 02:44:34 PM,2,4,4
F-Droid,07/28/2020 02:41:01 PM,07/28/2020 02:42:14 PM,1,4,5
Google Play Beta,07/28/2020 02:40:10 PM,07/28/2020 02:55:07 PM,2,4,3
F-Droid,07/28/2020 02:40:21 PM,07/28/2020 02:41:13 PM,5,3,4
F-Droid,07/28/2020 02:39:51 PM,07/28/2020 02:42:23 PM,2,4,4
F-Droid,07/28/2020 02:39:22 PM,07/28/2020 02:41:10 PM,5,4,1
F-Droid,07/28/2020 02:38:38 PM,07/28/2020 02:39:44 PM,4,2,2
Google Play Beta,07/28/2020 02:38:01 PM,07/28/2020 02:39:30 PM,3,5,4
F-Droid,07/28/2020 02:37:26 PM,07/28/2020 02:38:41 PM,2,4,3
F-Droid,07/28/2020 02:37:25 PM,07/28/2020 02:38:08 PM,5,4,3
F-Droid,07/28/2020 02:37:14 PM,07/28/2020 02:37:54 PM,3,2,5
F-Droid,07/28/2020 02:35:42 PM,07/28/2020 02:36:13 PM,1,1,5
F-Droid,07/28/2020 02:35:29 PM,07/28/2020 02:36:33 PM,3,3,4
F-Droid,07/28/2020 02:35:17 PM,07/28/2020 02:37:54 PM,5,3,4
F-Droid,07/28/2020 02:33:21 PM,07/28/2020 02:33:45 PM,1,5,3
F-Droid,07/28/2020 02:32:42 PM,07/28/2020 02:34:02 PM,5,2,3
F-Droid,07/28/2020 02:32:26 PM,07/28/2020 02:34:18 PM,5,4,3
F-Droid,07/28/2020 02:32:17 PM,07/28/2020 02:33:09 PM,4,5,4
F-Droid,07/28/2020 02:30:44 PM,07/28/2020 02:31:47 PM,3,5,3
F-Droid,07/28/2020 02:29:01 PM,07/28/2020 02:30:02 PM,4,5,4
F-Droid,07/28/2020 02:28:42 PM,07/28/2020 02:33:20 PM,3,5,4
F-Droid,07/28/2020 02:28:08 PM,07/28/2020 02:28:43 PM,3,5,4
F-Droid,07/28/2020 02:28:02 PM,07/28/2020 02:28:44 PM,4,5,3
F-Droid,07/28/2020 02:27:57 PM,07/28/2020 02:29:14 PM,1,5,1
F-Droid,07/28/2020 02:27:51 PM,07/28/2020 02:28:48 PM,3,5,4
F-Droid,07/28/2020 02:27:47 PM,07/28/2020 02:28:25 PM,2,4,3
Twitter,07/28/2020 02:27:23 PM,07/28/2020 02:27:50 PM,3,3,5
F-Droid,07/28/2020 02:27:21 PM,07/28/2020 02:28:14 PM,3,2,4
F-Droid,07/28/2020 02:26:44 PM,07/28/2020 02:33:12 PM,3,4,5
F-Droid,07/28/2020 02:26:32 PM,07/28/2020 02:27:47 PM,2,3,4
F-Droid,07/28/2020 02:25:10 PM,07/28/2020 02:25:42 PM,5,4,2
F-Droid,07/28/2020 02:24:48 PM,07/28/2020 02:30:57 PM,4,2,5
F-Droid,07/28/2020 02:24:20 PM,07/28/2020 02:25:20 PM,3,1,1
F-Droid,07/28/2020 02:24:20 PM,07/28/2020 02:28:17 PM,4,5,2
F-Droid,07/28/2020 02:23:35 PM,07/28/2020 02:25:51 PM,4,5,3
F-Droid,07/28/2020 02:22:27 PM,07/28/2020 02:23:21 PM,2,4,5
F-Droid,07/28/2020 02:22:09 PM,07/28/2020 02:23:05 PM,5,4,2
F-Droid,07/28/2020 02:22:00 PM,07/28/2020 02:26:02 PM,5,3,5
F-Droid,07/28/2020 02:22:02 PM,07/28/2020 02:23:17 PM,5,3,1
F-Droid,07/28/2020 02:21:32 PM,07/28/2020 02:22:36 PM,2,4,4
F-Droid,07/28/2020 02:21:03 PM,07/28/2020 02:21:36 PM,1,5,4
F-Droid,07/28/2020 02:19:25 PM,07/28/2020 02:20:23 PM,1,5,4
F-Droid,07/28/2020 02:19:05 PM,07/28/2020 02:20:23 PM,4,5,3
F-Droid,07/28/2020 02:19:02 PM,07/28/2020 02:20:15 PM,1,4,1
F-Droid,07/28/2020 02:18:34 PM,07/28/2020 02:19:58 PM,3,1,5
F-Droid,07/28/2020 02:18:31 PM,07/28/2020 02:20:40 PM,5,4,2
F-Droid,07/28/2020 02:18:26 PM,07/28/2020 02:19:07 PM,3,2,5
F-Droid,07/28/2020 02:16:37 PM,07/28/2020 02:18:30 PM,5,4,1
F-Droid,07/28/2020 02:15:40 PM,07/28/2020 02:16:43 PM,2,4,3
F-Droid,07/28/2020 02:05:58 PM,07/28/2020 02:27:18 PM,3,1,5
F-Droid,07/28/2020 02:15:05 PM,07/28/2020 02:21:07 PM,1,5,1
F-Droid,07/28/2020 02:14:06 PM,07/28/2020 02:16:20 PM,2,2,5
F-Droid,07/28/2020 02:14:00 PM,07/28/2020 02:14:46 PM,3,3,5
F-Droid,07/28/2020 02:13:19 PM,07/28/2020 02:16:47 PM,4,3,2
F-Droid,07/28/2020 02:12:43 PM,07/28/2020 02:13:44 PM,2,3,3
F-Droid,07/28/2020 02:12:32 PM,07/28/2020 02:13:24 PM,4,5,3
F-Droid,07/28/2020 02:12:17 PM,07/28/2020 02:14:48 PM,5,4,3
F-Droid,07/28/2020 02:12:10 PM,07/28/2020 02:16:50 PM,4,3,4
Twitter,07/28/2020 02:11:58 PM,07/28/2020 02:12:27 PM,5,4,4
F-Droid,07/28/2020 02:11:53 PM,07/28/2020 02:13:05 PM,4,3,4
F-Droid,07/28/2020 02:10:50 PM,07/28/2020 02:12:45 PM,1,5,3
F-Droid,07/28/2020 02:09:22 PM,07/28/2020 02:16:41 PM,4,1,4
F-Droid,07/28/2020 02:08:29 PM,07/28/2020 02:10:07 PM,2,4,3
F-Droid,07/28/2020 02:07:38 PM,07/28/2020 02:09:04 PM,4,2,4
F-Droid,07/28/2020 02:06:54 PM,07/28/2020 02:07:54 PM,1,5,3
