collector,start,end,alpha,bravo,charlie
F-Droid,07/28/2020 08:53:11 PM,07/28/2020 08:53:56 PM,5,3,3
F-Droid,07/28/2020 08:53:04 PM,07/28/2020 08:55:23 PM,5,2,1
F-Droid,07/28/2020 08:52:40 PM,07/28/2020 08:57:06 PM,2,5,1
F-Droid,07/28/2020 08:51:22 PM,07/28/2020 08:53:57 PM,2,4,4
F-Droid,07/28/2020 08:51:12 PM,07/28/2020 08:52:58 PM,5,4,4
F-Droid,07/28/2020 08:50:33 PM,07/28/2020 08:51:13 PM,5,1,2
Google Play Beta,07/28/2020 08:48:52 PM,07/28/2020 08:54:33 PM,4,3,2
F-Droid,07/28/2020 08:48:32 PM,07/28/2020 08:51:08 PM,5,1,1
F-Droid,07/28/2020 08:47:08 PM,07/28/2020 08:49:18 PM,5,4,4
F-Droid,07/28/2020 08:46:51 PM,07/28/2020 08:53:18 PM,3,2,4
F-Droid,07/28/2020 08:46:51 PM,07/28/2020 08:48:15 PM,4,5,3
F-Droid,07/28/2020 08:46:51 PM,07/28/2020 08:47:35 PM,1,2,4
F-Droid,07/28/2020 08:44:36 PM,07/28/2020 08:46:48 PM,4,4,5
F-Droid,07/28/2020 08:44:57 PM,07/28/2020 08:45:26 PM,2,3,5
F-Droid,07/28/2020 08:44:11 PM,07/28/2020 08:45:30 PM,2,4,5
F-Droid,07/28/2020 08:41:48 PM,07/28/2020 08:42:29 PM,3,2,4
F-Droid,07/28/2020 08:40:59 PM,07/28/2020 08:42:28 PM,2,4,3
F-Droid,07/28/2020 08:40:03 PM,07/28/2020 08:43:43 PM,5,4,3
F-Droid,07/28/2020 08:39:41 PM,07/28/2020 08:41:21 PM,4,5,3
F-Droid,07/28/2020 08:38:44 PM,07/28/2020 08:40:38 PM,5,3,5
F-Droid,07/28/2020 08:38:29 PM,07/28/2020 08:43:38 PM,1,4,2
F-Droid,07/28/2020 08:38:17 PM,07/28/2020 08:39:11 PM,3,4,2
F-Droid,07/28/2020 08:36:30 PM,07/28/2020 08:37:59 PM,5,3,2
F-Droid,07/28/2020 08:36:25 PM,07/28/2020 08:37:23 PM,2,3,5
F-Droid,07/28/2020 08:35:51 PM,07/28/2020 08:36:52 PM,5,4,3
F-Droid,07/28/2020 08:35:21 PM,07/28/2020 08:35:52 PM,5,3,3
F-Droid,07/28/2020 08:35:03 PM,07/28/2020 08:37:07 PM,3,3,5
F-Droid,07/28/2020 08:34:47 PM,07/28/2020 08:40:33 PM,5,1,3
F-Droid,07/28/2020 08:34:32 PM,07/28/2020 08:35:28 PM,4,4,3
F-Droid,07/28/2020 08:33:32 PM,07/28/2020 08:34:35 PM,5,2,4
Twitter,07/28/2020 08:30:30 PM,07/28/2020 08:51:54 PM,3,5,2
F-Droid,07/28/2020 08:28:41 PM,07/28/2020 08:29:54 PM,5,1,2
F-Droid,07/28/2020 08:28:24 PM,07/28/2020 08:29:27 PM,4,5,3
F-Droid,07/28/2020 08:28:25 PM,07/28/2020 08:29:24 PM,5,5,4
F-Droid,07/28/2020 08:25:57 PM,07/28/2020 08:27:08 PM,3,5,4
F-Droid,07/28/2020 08:25:30 PM,07/28/2020 08:27:14 PM,1,4,3
F-Droid,07/28/2020 08:25:22 PM,07/28/2020 08:26:52 PM,4,5,3
F-Droid,07/28/2020 08:24:44 PM,07/28/2020 08:26:44 PM,2,4,5
F-Droid,07/28/2020 08:24:51 PM,07/28/2020 08:26:03 PM,4,5,4
F-Droid,07/28/2020 08:24:28 PM,07/28/2020 08:40:57 PM,2,3,4
Google Play Beta,07/28/2020 08:23:48 PM,07/28/2020 08:24:50 PM,5,2,3
F-Droid,07/28/2020 08:23:44 PM,07/28/2020 09:25:11 PM,3,5,4
F-Droid,07/28/2020 08:22:48 PM,07/28/2020 08:24:49 PM,1,5,4
F-Droid,07/28/2020 08:20:37 PM,07/28/2020 08:24:15 PM,1,1,5
F-Droid,07/28/2020 08:20:46 PM,07/28/2020 08:22:11 PM,5,2,4
Twitter,07/28/2020 08:20:26 PM,07/28/2020 08:21:30 PM,3,3,4
F-Droid,07/28/2020 08:19:47 PM,07/28/2020 08:22:23 PM,5,2,3
Google Play Beta,07/28/2020 08:19:53 PM,07/28/2020 08:20:22 PM,4,5,4
Google Play Beta,07/28/2020 08:18:02 PM,07/28/2020 08:18:59 PM,4,4,5
F-Droid,07/28/2020 08:17:34 PM,07/28/2020 08:18:23 PM,2,4,3
F-Droid,07/28/2020 08:17:03 PM,07/28/2020 08:19:26 PM,3,5,4
F-Droid,07/28/2020 08:16:28 PM,07/28/2020 08:19:01 PM,3,5,2
Twitter,07/28/2020 08:14:20 PM,07/28/2020 08:15:58 PM,1,5,1
F-Droid,07/28/2020 08:13:50 PM,07/28/2020 08:15:20 PM,3,4,4
F-Droid,07/28/2020 08:13:43 PM,07/29/2020 02:00:27 AM,3,4,4
F-Droid,07/28/2020 08:13:02 PM,07/28/2020 08:15:16 PM,5,3,4
F-Droid,07/28/2020 08:12:22 PM,07/28/2020 08:13:14 PM,5,4,4
F-Droid,07/28/2020 08:11:57 PM,07/28/2020 08:15:21 PM,3,4,5
F-Droid,07/28/2020 08:11:53 PM,07/28/2020 08:13:06 PM,5,3,2
F-Droid,07/28/2020 08:11:38 PM,07/28/2020 08:12:27 PM,2,4,3
F-Droid,07/28/2020 08:10:36 PM,07/28/2020 08:12:23 PM,3,5,4
F-Droid,07/28/2020 08:10:22 PM,07/28/2020 08:11:38 PM,4,5,2
F-Droid,07/28/2020 08:09:38 PM,07/28/2020 08:12:49 PM,1,1,5
F-Droid,07/28/2020 08:09:49 PM,07/28/2020 08:12:00 PM,3,3,5
Twitter,07/28/2020 08:08:36 PM,07/28/2020 08:10:04 PM,1,5,1
F-Droid,07/28/2020 08:07:19 PM,07/28/2020 08:20:42 PM,5,4,3
F-Droid,07/28/2020 08:07:03 PM,07/28/2020 08:08:47 PM,3,3,5
F-Droid,07/28/2020 08:07:03 PM,07/28/2020 08:08:13 PM,3,3,3
F-Droid,07/28/2020 08:06:23 PM,07/28/2020 08:07:16 PM,3,4,5
F-Droid,07/28/2020 08:04:37 PM,07/28/2020 08:05:16 PM,3,5,2
F-Droid,07/28/2020 08:04:39 PM,07/28/2020 08:05:28 PM,4,5,3
Twitter,07/28/2020 08:03:47 PM,07/28/2020 08:04:34 PM,1,5,1
F-Droid,07/28/2020 08:03:45 PM,07/28/2020 08:04:32 PM,5,3,4
F-Droid,07/28/2020 08:03:15 PM,07/28/2020 08:03:58 PM,4,4,4
F-Droid,07/28/2020 08:02:54 PM,07/28/2020 08:04:41 PM,3,4,5
F-Droid,07/28/2020 08:02:42 PM,07/28/2020 08:05:05 PM,4,5,2
F-Droid,07/28/2020 08:02:24 PM,07/28/2020 08:03:44 PM,3,4,4
F-Droid,07/28/2020 08:02:05 PM,07/28/2020 08:08:49 PM,5,3,5
Twitter,07/28/2020 08:01:38 PM,07/28/2020 08:02:41 PM,3,5,1
F-Droid,07/28/2020 08:01:27 PM,07/28/2020 08:03:23 PM,4,1,5
F-Droid,07/28/2020 08:00:48 PM,07/28/2020 08:01:41 PM,5,5,3
F-Droid,07/28/2020 08:00:23 PM,07/28/2020 08:01:48 PM,4,5,2
F-Droid,07/28/2020 07:59:24 PM,07/28/2020 08:00:20 PM,2,4,3
F-Droid,07/28/2020 07:58:44 PM,07/28/2020 07:59:47 PM,4,5,4
F-Droid,07/28/2020 07:58:04 PM,07/28/2020 07:59:16 PM,5,2,4
F-Droid,07/28/2020 07:57:53 PM,07/28/2020 07:58:47 PM,5,2,3
F-Droid,07/28/2020 07:57:24 PM,07/28/2020 08:00:04 PM,5,4,2
F-Droid,07/28/2020 07:57:16 PM,07/28/2020 07:58:42 PM,4,3,5
F-Droid,07/28/2020 07:55:04 PM,07/28/2020 07:56:03 PM,3,1,5
Twitter,07/28/2020 07:54:24 PM,07/28/2020 07:55:40 PM,1,5,1
F-Droid,07/28/2020 07:52:25 PM,07/28/2020 07:53:15 PM,2,3,2
Google Play Beta,07/28/2020 07:52:11 PM,07/28/2020 07:54:14 PM,3,4,4
F-Droid,07/28/2020 07:50:23 PM,07/28/2020 07:52:22 PM,5,4,3
F-Droid,07/28/2020 07:49:45 PM,07/28/2020 07:50:49 PM,1,5,4
F-Droid,07/28/2020 07:49:14 PM,07/28/2020 07:50:02 PM,1,4,4
F-Droid,07/28/2020 07:49:10 PM,07/28/2020 07:50:30 PM,3,5,3
F-Droid,07/28/2020 07:32:52 PM,07/28/2020 07:51:28 PM,3,3,5
F-Droid,07/28/2020 07:48:33 PM,07/28/2020 07:49:19 PM,3,5,1
F-Droid,07/28/2020 07:48:22 PM,07/28/2020 07:48:42 PM,5,4,4
F-Droid,07/28/2020 07:48:11 PM,07/28/2020 07:51:57 PM,4,4,3
F-Droid,07/28/2020 07:46:10 PM,07/28/2020 07:47:35 PM,4,5,3
F-Droid,07/28/2020 07:44:33 PM,07/28/2020 07:53:05 PM,3,5,3
F-Droid,07/28/2020 07:43:26 PM,07/28/2020 07:51:53 PM,4,1,3
F-Droid,07/28/2020 07:43:11 PM,07/28/2020 07:44:28 PM,5,2,3
F-Droid,07/28/2020 07:42:18 PM,07/28/2020 07:43:43 PM,1,1,5
F-Droid,07/28/2020 07:41:57 PM,07/28/2020 07:43:05 PM,4,3,3
F-Droid,07/28/2020 07:41:22 PM,07/28/2020 07:43:41 PM,5,3,5
F-Droid,07/28/2020 07:40:32 PM,07/28/2020 07:41:10 PM,5,3,4
F-Droid,07/28/2020 07:40:36 PM,07/28/2020 07:41:05 PM,4,5,2
F-Droid,07/28/2020 07:40:04 PM,07/28/2020 07:41:47 PM,3,1,5
F-Droid,07/28/2020 07:39:39 PM,07/28/2020 07:40:50 PM,3,4,2
Twitter,07/28/2020 07:38:42 PM,07/28/2020 07:41:04 PM,3,5,2
F-Droid,07/28/2020 07:39:12 PM,07/28/2020 07:40:06 PM,3,2,5
F-Droid,07/28/2020 07:38:15 PM,07/28/2020 07:39:12 PM,4,5,3
F-Droid,07/28/2020 07:36:28 PM,07/28/2020 07:38:20 PM,5,1,3
F-Droid,07/28/2020 07:36:18 PM,07/28/2020 07:36:59 PM,2,3,4
F-Droid,07/28/2020 07:35:55 PM,07/28/2020 07:37:55 PM,4,3,3
F-Droid,07/28/2020 07:35:46 PM,07/28/2020 07:36:13 PM,4,2,5
F-Droid,07/28/2020 07:35:03 PM,07/28/2020 07:38:13 PM,4,4,2
F-Droid,07/28/2020 07:33:47 PM,07/28/2020 07:36:55 PM,5,4,3
F-Droid,07/28/2020 07:34:11 PM,07/28/2020 07:36:08 PM,1,5,4
F-Droid,07/28/2020 07:33:52 PM,07/28/2020 07:35:16 PM,4,4,2
F-Droid,07/28/2020 07:29:41 PM,07/28/2020 07:34:41 PM,4,3,3
F-Droid,07/28/2020 07:32:05 PM,07/28/2020 07:33:42 PM,3,1,5
F-Droid,07/28/2020 07:31:09 PM,07/28/2020 07:32:22 PM,5,3,4
F-Droid,07/28/2020 07:31:12 PM,07/28/2020 07:32:33 PM,5,4,3
Google Play Beta,07/28/2020 07:28:23 PM,07/28/2020 07:29:15 PM,5,4,3
F-Droid,07/28/2020 07:28:08 PM,07/28/2020 07:28:44 PM,5,3,4
F-Droid,07/28/2020 07:27:45 PM,07/28/2020 07:29:34 PM,2,3,4
Google Play Beta,07/28/2020 07:26:28 PM,07/28/2020 07:27:11 PM,3,2,3
F-Droid,07/28/2020 07:26:06 PM,07/28/2020 07:26:46 PM,5,3,2
F-Droid,07/28/2020 07:25:50 PM,07/28/2020 07:34:45 PM,1,4,3
F-Droid,07/28/2020 07:25:09 PM,07/28/2020 07:25:43 PM,4,3,5
F-Droid,07/28/2020 07:24:54 PM,07/28/2020 07:36:43 PM,3,5,4
F-Droid,07/28/2020 07:24:14 PM,07/28/2020 07:29:23 PM,5,3,4
F-Droid,07/28/2020 07:24:26 PM,07/28/2020 07:25:12 PM,2,5,4
F-Droid,07/28/2020 07:24:03 PM,07/28/2020 07:26:08 PM,4,5,3
F-Droid,07/28/2020 07:23:26 PM,07/28/2020 07:25:01 PM,5,3,4
F-Droid,07/28/2020 07:23:02 PM,07/28/2020 07:25:15 PM,1,2,4
F-Droid,07/28/2020 07:22:58 PM,07/28/2020 07:24:04 PM,4,3,5
F-Droid,07/28/2020 07:21:05 PM,07/28/2020 07:22:47 PM,3,4,4
F-Droid,07/28/2020 07:20:54 PM,07/28/2020 07:21:44 PM,5,5,5
F-Droid,07/28/2020 07:18:59 PM,07/28/2020 07:19:52 PM,2,4,3
F-Droid,07/28/2020 07:17:48 PM,07/28/2020 07:19:26 PM,5,4,3
F-Droid,07/28/2020 07:16:54 PM,07/28/2020 07:18:46 PM,3,5,5
F-Droid,07/28/2020 07:16:25 PM,07/28/2020 07:17:31 PM,1,5,3
F-Droid,07/28/2020 07:15:49 PM,07/28/2020 07:16:59 PM,3,3,4
F-Droid,07/28/2020 07:15:28 PM,07/28/2020 07:18:16 PM,3,4,2
F-Droid,07/28/2020 07:15:23 PM,07/28/2020 07:15:54 PM,4,5,3
F-Droid,07/28/2020 07:14:48 PM,07/28/2020 07:16:01 PM,4,1,4
F-Droid,07/28/2020 07:14:21 PM,07/28/2020 07:15:13 PM,4,5,2
F-Droid,07/28/2020 07:13:30 PM,07/28/2020 07:14:27 PM,5,5,3
F-Droid,07/28/2020 07:12:42 PM,07/28/2020 07:16:06 PM,3,5,4
F-Droid,07/28/2020 07:12:19 PM,07/28/2020 07:14:36 PM,4,5,2
F-Droid,07/28/2020 07:12:09 PM,07/28/2020 07:12:58 PM,4,5,3
F-Droid,07/28/2020 07:11:57 PM,07/28/2020 07:13:47 PM,5,3,4
Google Play Beta,07/28/2020 07:11:19 PM,07/28/2020 07:13:25 PM,5,2,3
F-Droid,07/28/2020 07:11:25 PM,07/28/2020 07:12:34 PM,5,2,4
Google Play Beta,07/28/2020 07:10:27 PM,07/28/2020 07:11:04 PM,3,4,5
F-Droid,07/28/2020 07:10:12 PM,07/28/2020 07:11:52 PM,4,5,3
F-Droid,07/28/2020 07:10:26 PM,07/28/2020 07:10:56 PM,2,3,5
F-Droid,07/28/2020 07:10:22 PM,07/28/2020 07:11:14 PM,5,5,3
F-Droid,07/28/2020 07:09:26 PM,07/28/2020 07:10:36 PM,4,3,4
F-Droid,07/28/2020 07:09:10 PM,07/28/2020 07:09:53 PM,5,3,4
F-Droid,07/28/2020 07:08:58 PM,07/28/2020 07:09:39 PM,4,5,2
F-Droid,07/28/2020 07:07:21 PM,07/28/2020 07:09:15 PM,3,3,4
F-Droid,07/28/2020 07:06:24 PM,07/28/2020 07:07:50 PM,3,3,4
F-Droid,07/28/2020 07:06:27 PM,07/28/2020 07:08:00 PM,5,3,4
F-Droid,07/28/2020 07:05:04 PM,07/28/2020 07:07:28 PM,3,5,3
F-Droid,07/28/2020 07:03:06 PM,07/28/2020 07:03:48 PM,1,1,5
F-Droid,07/28/2020 07:02:21 PM,07/28/2020 07:03:06 PM,4,2,4
Google Play Beta,07/28/2020 07:01:59 PM,07/28/2020 07:05:30 PM,3,4,3
F-Droid,07/28/2020 06:59:23 PM,07/28/2020 07:03:32 PM,5,4,3
F-Droid,07/28/2020 06:59:00 PM,07/28/2020 07:00:25 PM,4,2,4
F-Droid,07/28/2020 06:58:04 PM,07/28/2020 06:59:06 PM,1,4,4
F-Droid,07/28/2020 06:57:30 PM,07/28/2020 06:59:01 PM,3,4,3
F-Droid,07/28/2020 06:57:39 PM,07/28/2020 06:59:19 PM,4,5,3
F-Droid,07/28/2020 06:56:04 PM,07/28/2020 06:57:05 PM,2,4,2
F-Droid,07/28/2020 06:55:28 PM,07/28/2020 06:56:28 PM,4,3,2
F-Droid,07/28/2020 06:52:48 PM,07/28/2020 06:55:10 PM,2,5,4
F-Droid,07/28/2020 06:51:46 PM,07/28/2020 06:52:39 PM,4,5,1
F-Droid,07/28/2020 06:50:47 PM,07/28/2020 06:51:42 PM,3,2,4
F-Droid,07/28/2020 06:50:17 PM,07/28/2020 06:53:38 PM,4,4,5
F-Droid,07/28/2020 06:49:48 PM,07/28/2020 06:52:38 PM,3,5,2
F-Droid,07/28/2020 06:49:35 PM,07/28/2020 06:51:07 PM,3,3,5
F-Droid,07/28/2020 06:48:58 PM,07/28/2020 06:49:20 PM,3,4,3
F-Droid,07/28/2020 06:47:45 PM,07/28/2020 06:49:00 PM,5,4,3
F-Droid,07/28/2020 06:46:19 PM,07/28/2020 06:47:29 PM,3,2,3
F-Droid,07/28/2020 06:45:55 PM,07/28/2020 06:46:54 PM,3,2,4
F-Droid,07/28/2020 06:44:53 PM,07/28/2020 06:46:08 PM,2,4,4
F-Droid,07/28/2020 06:44:37 PM,07/28/2020 06:45:43 PM,2,3,4
F-Droid,07/28/2020 06:44:14 PM,07/28/2020 06:46:17 PM,3,5,4
F-Droid,07/28/2020 06:43:48 PM,07/28/2020 06:44:56 PM,2,3,4
F-Droid,07/28/2020 06:42:00 PM,07/28/2020 06:44:10 PM,2,4,3
F-Droid,07/28/2020 06:41:36 PM,07/28/2020 06:44:45 PM,5,4,3
F-Droid,07/28/2020 06:40:33 PM,07/28/2020 06:41:27 PM,4,5,2
F-Droid,07/28/2020 06:40:02 PM,07/28/2020 06:40:33 PM,3,5,4
F-Droid,07/28/2020 06:39:36 PM,07/28/2020 06:41:00 PM,1,2,5
F-Droid,07/28/2020 06:37:10 PM,07/28/2020 06:37:54 PM,3,1,5
F-Droid,07/28/2020 06:35:56 PM,07/28/2020 06:37:06 PM,5,4,3
F-Droid,07/28/2020 06:34:25 PM,07/28/2020 06:35:41 PM,4,4,3
F-Droid,07/28/2020 06:34:16 PM,07/28/2020 06:35:12 PM,3,4,3
F-Droid,07/28/2020 06:33:14 PM,07/28/2020 06:36:45 PM,3,2,4
F-Droid,07/28/2020 06:30:10 PM,07/28/2020 06:30:45 PM,2,4,3
F-Droid,07/28/2020 06:29:23 PM,07/28/2020 06:31:22 PM,3,4,4
F-Droid,07/28/2020 06:28:00 PM,07/28/2020 06:31:08 PM,3,2,4
F-Droid,07/28/2020 06:28:00 PM,07/28/2020 06:28:52 PM,2,2,5
F-Droid,07/28/2020 06:27:23 PM,07/28/2020 06:35:18 PM,2,3,5
F-Droid,07/28/2020 06:26:07 PM,07/28/2020 06:28:23 PM,2,4,3
F-Droid,07/28/2020 06:26:11 PM,07/28/2020 07:02:41 PM,2,4,3
F-Droid,07/28/2020 06:25:56 PM,07/28/2020 06:26:33 PM,1,5,4
F-Droid,07/28/2020 06:25:52 PM,07/28/2020 06:27:15 PM,3,5,2
F-Droid,07/28/2020 06:25:46 PM,07/28/2020 06:34:27 PM,4,3,5
F-Droid,07/28/2020 06:25:03 PM,07/28/2020 06:25:59 PM,4,5,3
F-Droid,07/28/2020 06:23:46 PM,07/28/2020 06:26:56 PM,5,4,1
Google Play Beta,07/28/2020 06:24:13 PM,07/28/2020 06:24:54 PM,5,2,1
F-Droid,07/28/2020 06:23:39 PM,07/28/2020 06:24:18 PM,4,1,3
F-Droid,07/28/2020 06:22:39 PM,07/28/2020 06:24:00 PM,5,5,3
F-Droid,07/28/2020 06:22:42 PM,07/28/2020 06:23:55 PM,5,3,4
F-Droid,07/28/2020 06:22:27 PM,07/28/2020 06:24:52 PM,2,5,3
F-Droid,07/28/2020 06:21:04 PM,07/28/2020 06:23:44 PM,2,3,5
F-Droid,07/28/2020 06:21:06 PM,07/28/2020 06:22:12 PM,5,5,2
F-Droid,07/28/2020 06:18:34 PM,07/28/2020 06:19:03 PM,5,5,5
F-Droid,07/28/2020 06:18:10 PM,07/28/2020 06:20:35 PM,4,5,3
F-Droid,07/28/2020 06:17:08 PM,07/28/2020 06:18:26 PM,4,3,4
F-Droid,07/28/2020 06:16:37 PM,07/28/2020 06:17:06 PM,5,5,5
F-Droid,07/28/2020 06:16:20 PM,07/28/2020 06:18:03 PM,3,1,5
F-Droid,07/28/2020 06:16:22 PM,07/28/2020 06:17:06 PM,3,4,5
F-Droid,07/28/2020 06:15:42 PM,07/28/2020 06:16:33 PM,1,5,1
F-Droid,07/28/2020 06:15:35 PM,07/28/2020 06:16:28 PM,5,5,5
F-Droid,07/28/2020 06:15:23 PM,07/28/2020 06:16:25 PM,3,2,4
F-Droid,07/28/2020 06:14:21 PM,07/28/2020 06:17:58 PM,5,3,1
F-Droid,07/28/2020 06:14:15 PM,07/28/2020 06:14:42 PM,2,5,1
F-Droid,07/28/2020 06:12:58 PM,07/28/2020 06:13:53 PM,5,4,2
F-Droid,07/28/2020 06:12:47 PM,07/28/2020 06:13:15 PM,4,5,2
F-Droid,07/28/2020 06:12:38 PM,07/28/2020 06:13:42 PM,4,5,3
Google Play Beta,07/28/2020 06:12:19 PM,07/28/2020 06:12:54 PM,5,5,5
F-Droid,07/28/2020 06:11:41 PM,07/28/2020 06:12:48 PM,2,4,4
F-Droid,07/28/2020 06:11:25 PM,07/28/2020 06:13:57 PM,2,5,3
F-Droid,07/28/2020 06:11:02 PM,07/28/2020 06:11:51 PM,1,4,5
F-Droid,07/28/2020 06:11:02 PM,07/28/2020 06:11:47 PM,3,5,4
F-Droid,07/28/2020 06:09:23 PM,07/28/2020 06:11:00 PM,2,5,3
F-Droid,07/28/2020 06:09:39 PM,07/28/2020 06:10:15 PM,3,5,1
F-Droid,07/28/2020 06:09:18 PM,07/28/2020 06:10:13 PM,2,4,4
F-Droid,07/28/2020 06:09:13 PM,07/28/2020 06:10:19 PM,1,4,4
F-Droid,07/28/2020 06:06:17 PM,07/28/2020 06:10:09 PM,2,1,5
F-Droid,07/28/2020 06:07:15 PM,07/28/2020 06:08:05 PM,5,2,4
F-Droid,07/28/2020 06:06:46 PM,07/28/2020 06:07:50 PM,2,3,5
F-Droid,07/28/2020 06:06:02 PM,07/28/2020 06:10:12 PM,3,5,5
Google Play Beta,07/28/2020 06:05:39 PM,07/28/2020 06:08:00 PM,3,5,3
F-Droid,07/28/2020 06:04:04 PM,07/28/2020 06:05:35 PM,3,3,4
F-Droid,07/28/2020 06:04:31 PM,07/28/2020 06:07:16 PM,1,5,4
F-Droid,07/28/2020 06:02:14 PM,07/28/2020 06:04:00 PM,5,4,2
Twitter,07/28/2020 06:01:16 PM,07/28/2020 06:07:04 PM,3,5,1
F-Droid,07/28/2020 06:01:28 PM,07/28/2020 06:02:21 PM,3,5,2
F-Droid,07/28/2020 06:01:24 PM,07/28/2020 06:04:25 PM,5,3,4
F-Droid,07/28/2020 06:00:54 PM,07/28/2020 06:36:18 PM,5,3,1
F-Droid,07/28/2020 06:00:26 PM,07/28/2020 06:01:58 PM,4,3,3
F-Droid,07/28/2020 06:00:27 PM,07/28/2020 06:01:55 PM,1,2,5
F-Droid,07/28/2020 05:58:15 PM,07/28/2020 05:58:51 PM,5,4,2
Google Play Beta,07/28/2020 05:57:52 PM,07/28/2020 05:58:45 PM,4,5,2
F-Droid,07/28/2020 05:57:12 PM,07/28/2020 05:58:15 PM,2,4,5
F-Droid,07/28/2020 05:56:00 PM,07/28/2020 05:57:06 PM,4,3,3
F-Droid,07/28/2020 05:55:21 PM,07/28/2020 05:57:03 PM,3,3,5
F-Droid,07/28/2020 05:55:22 PM,07/28/2020 05:57:18 PM,1,5,2
F-Droid,07/28/2020 05:53:05 PM,07/28/2020 05:53:53 PM,3,5,4
Twitter,07/28/2020 05:53:13 PM,07/28/2020 05:53:49 PM,3,5,3
F-Droid,07/28/2020 05:52:53 PM,07/28/2020 05:53:28 PM,5,5,3
F-Droid,07/28/2020 05:51:54 PM,07/28/2020 05:52:26 PM,3,5,4
F-Droid,07/28/2020 05:51:23 PM,07/28/2020 05:52:42 PM,3,4,3
F-Droid,07/28/2020 05:50:59 PM,07/28/2020 05:51:41 PM,2,5,4
F-Droid,07/28/2020 05:50:14 PM,07/28/2020 05:51:12 PM,2,5,3
F-Droid,07/28/2020 05:49:41 PM,07/28/2020 05:50:35 PM,5,3,4
F-Droid,07/28/2020 05:48:53 PM,07/28/2020 05:49:35 PM,4,1,5
F-Droid,07/28/2020 05:48:07 PM,07/28/2020 05:49:29 PM,3,3,4
Twitter,07/28/2020 05:47:16 PM,07/28/2020 05:48:11 PM,1,5,1
F-Droid,07/28/2020 05:46:59 PM,07/28/2020 05:58:57 PM,3,5,4
F-Droid,07/28/2020 05:47:03 PM,07/28/2020 05:48:14 PM,3,4,4
F-Droid,07/28/2020 05:46:34 PM,07/28/2020 05:47:24 PM,4,5,3
F-Droid,07/28/2020 05:44:37 PM,07/28/2020 05:45:42 PM,3,2,5
F-Droid,07/28/2020 05:44:44 PM,07/28/2020 05:45:40 PM,5,3,2
F-Droid,07/28/2020 05:44:41 PM,07/28/2020 05:45:46 PM,2,5,3
F-Droid,07/28/2020 05:44:03 PM,07/28/2020 05:45:09 PM,5,5,4
F-Droid,07/28/2020 05:43:51 PM,07/28/2020 05:45:11 PM,5,4,3
F-Droid,07/28/2020 05:43:39 PM,07/28/2020 05:45:34 PM,4,1,1
F-Droid,07/28/2020 05:43:05 PM,07/28/2020 05:44:54 PM,3,5,4
F-Droid,07/28/2020 05:43:11 PM,07/28/2020 05:44:34 PM,4,3,2
F-Droid,07/28/2020 05:42:58 PM,07/28/2020 05:43:33 PM,5,5,1
F-Droid,07/28/2020 05:42:38 PM,07/28/2020 05:43:44 PM,4,5,3
F-Droid,07/28/2020 05:41:47 PM,07/28/2020 05:42:22 PM,5,1,3
F-Droid,07/28/2020 05:41:17 PM,07/28/2020 05:42:18 PM,5,2,3
F-Droid,07/28/2020 05:38:36 PM,07/28/2020 05:45:38 PM,5,3,3
F-Droid,07/28/2020 05:41:02 PM,07/28/2020 05:42:53 PM,2,5,4
F-Droid,07/28/2020 05:39:44 PM,07/28/2020 05:40:45 PM,5,2,3
F-Droid,07/28/2020 05:38:38 PM,07/28/2020 05:39:32 PM,3,5,5
F-Droid,07/28/2020 05:38:17 PM,07/28/2020 05:39:11 PM,5,3,5
F-Droid,07/28/2020 05:38:00 PM,07/28/2020 05:39:37 PM,4,5,2
Google Play Beta,07/28/2020 05:36:50 PM,07/28/2020 05:37:56 PM,1,5,3
F-Droid,07/28/2020 05:36:37 PM,07/28/2020 05:37:38 PM,4,2,5
F-Droid,07/28/2020 05:36:26 PM,07/28/2020 05:37:02 PM,4,5,4
F-Droid,07/28/2020 05:35:49 PM,07/28/2020 05:38:24 PM,5,2,3
F-Droid,07/28/2020 05:35:44 PM,07/28/2020 05:40:35 PM,5,3,5
F-Droid,07/28/2020 05:35:31 PM,07/28/2020 05:36:45 PM,5,2,4
F-Droid,07/28/2020 05:35:32 PM,07/28/2020 05:36:34 PM,1,4,3
F-Droid,07/28/2020 05:34:36 PM,07/28/2020 05:37:29 PM,3,2,5
F-Droid,07/28/2020 05:33:28 PM,07/28/2020 05:34:25 PM,3,5,1
F-Droid,07/28/2020 05:33:10 PM,07/28/2020 05:33:56 PM,2,1,5
F-Droid,07/28/2020 05:32:57 PM,07/28/2020 05:33:29 PM,3,5,5
F-Droid,07/28/2020 05:32:15 PM,07/28/2020 05:36:31 PM,2,4,3
F-Droid,07/28/2020 05:32:27 PM,07/28/2020 05:36:17 PM,5,4,1
F-Droid,07/28/2020 05:31:44 PM,07/28/2020 05:36:23 PM,4,5,3
F-Droid,07/28/2020 05:31:08 PM,07/28/2020 05:32:20 PM,3,5,2
F-Droid,07/28/2020 05:28:36 PM,07/28/2020 05:30:37 PM,5,5,4
F-Droid,07/28/2020 05:28:20 PM,07/28/2020 05:29:09 PM,4,3,2
F-Droid,07/28/2020 05:28:17 PM,07/28/2020 05:29:28 PM,3,5,4
F-Droid,07/28/2020 05:27:40 PM,07/28/2020 05:28:33 PM,2,3,4
F-Droid,07/28/2020 05:27:28 PM,07/28/2020 05:28:09 PM,3,5,4
